amount,transaction_type,account_age_days,num_transaction_last_24h,avg_transaction_amount_7d,is_international,is_fraud
597.67,POS,13,5,1328.05,False,0
452.21,POS,116,5,832.88,False,0
9257.0,ONLINE,395,1,1608.64,False,1
312.52,ONLINE,206,5,877.41,False,0
221.45,POS,268,2,959.95,False,0
1065.04,POS,248,0,1089.24,False,0
711.07,POS,128,2,331.19,False,0
995.49,ONLINE,51,1,2274.53,False,0
653.88,ONLINE,80,6,957.1,False,0
3185.57,ONLINE,209,3,1582.68,False,0
2560.2,ONLINE,32,4,2196.53,False,0
2116.26,POS,274,0,2003.62,False,0
298.63,POS,80,2,2879.04,False,0
351.31,POS,83,4,346.59,False,0
1223.68,ONLINE,192,3,1522.39,False,0
3037.48,ONLINE,189,4,2268.07,False,0
650.15,ONLINE,397,2,1004.75,False,0
211.69,POS,324,2,241.14,False,0
174.87,ONLINE,23,2,1358.2,False,0
2487.13,POS,112,5,2897.8,True,0
456.03,POS,671,1,551.54,False,0
2757.93,ONLINE,62,3,2364.8,False,0
3436.15,POS,64,3,2010.08,True,0
1530.49,ONLINE,46,3,890.49,True,0
4363.81,POS,569,1,2839.63,False,0
779.88,POS,45,3,748.33,False,0
874.75,ONLINE,28,4,2471.15,False,1
9515.47,ONLINE,114,1,2692.4,False,0
113.79,POS,28,3,221.96,False,0
11189.4,POS,124,1,2102.94,False,0
253.42,POS,296,0,1487.06,False,0
4936.21,POS,32,1,1447.52,False,0
4217.29,ONLINE,334,2,2947.34,False,0
4017.42,ONLINE,544,4,2985.49,False,0
460.89,ONLINE,162,7,404.63,False,0
1586.99,ONLINE,31,4,1535.32,True,0
1837.59,ONLINE,149,0,2360.56,True,0
2791.76,ONLINE,79,2,2793.34,False,0
1767.61,POS,69,1,2574.52,True,0
2541.85,ONLINE,118,1,2054.82,False,0
1650.44,ONLINE,91,6,2774.69,False,0
5120.87,POS,52,3,1779.41,False,0
143.06,ONLINE,450,0,485.05,False,0
708.85,ONLINE,6,5,690.62,False,0
1132.59,POS,130,7,2324.57,True,0
248.8,ONLINE,160,3,721.18,False,0
352.89,ONLINE,12,6,2834.2,False,0
2004.38,POS,375,2,1709.46,False,0
1364.91,ONLINE,24,3,2343.53,False,1
209.78,ONLINE,47,6,204.13,False,0
2216.62,ONLINE,64,3,1110.83,False,0
3675.85,ONLINE,754,3,2311.9,False,0
3210.3,ONLINE,141,2,2186.1,False,0
1194.92,POS,55,3,1884.35,False,0
2640.1,POS,129,8,1624.89,False,0
644.88,POS,296,5,746.67,False,0
421.03,ONLINE,148,3,2851.85,False,0
2400.98,POS,4,0,2549.19,False,0
866.03,POS,218,4,2916.72,False,0
1662.17,POS,126,4,2211.67,True,0
1788.15,POS,25,4,2622.83,True,0
903.08,ONLINE,176,2,1800.89,False,0
83.34,POS,201,3,345.14,False,0
1848.02,ONLINE,237,2,1332.68,False,0
1499.7,ONLINE,102,5,2119.24,False,0
2020.6,ONLINE,97,1,2302.63,False,0
487.09,POS,58,2,1409.65,False,0
2311.68,ONLINE,241,3,2172.75,True,0
742.59,POS,41,3,1552.51,False,0
1282.81,POS,14,1,2863.99,False,0
688.13,POS,164,0,1946.22,False,0
1752.77,ONLINE,603,4,902.5,False,0
4080.78,ONLINE,163,4,2625.07,False,0
2406.04,POS,2,3,1832.19,False,0
364.55,ONLINE,329,4,727.91,False,0
201.32,ONLINE,231,4,225.35,False,0
1010.27,POS,17,0,757.96,True,0
1260.66,ONLINE,51,2,800.34,False,0
8195.99,POS,110,4,2251.65,False,0
3827.72,ONLINE,485,4,1723.91,False,0
1401.39,POS,12,3,1239.12,True,1
4439.72,ONLINE,197,4,2404.68,False,0
1300.19,ONLINE,105,1,2018.1,False,0
3197.18,ONLINE,64,1,1607.37,False,0
333.71,ONLINE,471,2,495.1,False,0
1261.17,ONLINE,31,5,397.38,False,1
1156.0,ONLINE,61,4,1067.46,False,0
731.19,ONLINE,66,5,2758.61,False,1
1495.21,POS,19,6,1299.65,False,0
7070.39,POS,169,3,649.02,False,0
724.99,POS,22,1,662.8,False,0
2681.49,POS,3,3,664.09,False,1
532.06,POS,45,1,1653.83,False,0
1316.55,POS,48,5,814.75,False,0
2166.78,ONLINE,214,4,2166.01,False,0
187.11,ONLINE,167,1,528.17,False,1
1545.12,POS,212,2,777.51,False,0
2005.62,ONLINE,3,1,2419.72,False,0
815.15,ONLINE,148,0,1959.59,False,0
3323.85,POS,231,6,1699.84,False,0
2413.49,POS,36,1,2593.93,True,0
6179.06,POS,292,1,2724.97,False,0
1919.05,POS,377,1,1290.33,True,0
1296.42,ONLINE,13,5,1251.31,False,1
1070.56,ONLINE,77,4,1243.09,True,0
1252.42,POS,44,1,2052.72,False,0
1313.85,POS,293,6,2363.87,False,0
2068.67,ONLINE,200,2,1937.33,False,0
2693.16,ONLINE,397,5,2299.94,False,1
2829.75,ONLINE,115,2,2205.91,False,0
1583.4,POS,49,2,801.76,True,0
1121.95,POS,214,5,1271.84,True,0
773.8,POS,503,2,1981.85,True,0
459.83,POS,162,5,940.98,False,1
852.2,ONLINE,216,1,1231.37,False,0
835.91,ONLINE,380,1,881.51,False,0
1888.85,POS,197,5,1104.48,False,0
2372.09,POS,17,5,2996.9,True,0
3571.32,ONLINE,7,3,1351.34,False,0
1450.89,POS,2,2,2340.19,False,0
9677.01,ONLINE,326,7,1934.67,False,1
4244.15,ONLINE,46,4,1871.19,False,0
7210.93,POS,977,2,2947.13,True,0
3242.45,POS,109,3,2089.4,False,0
4794.14,POS,124,1,2134.48,False,0
5492.67,ONLINE,181,3,1878.05,False,1
2341.15,POS,326,6,675.24,True,1
1931.93,ONLINE,153,4,975.64,False,0
1619.25,POS,5,6,1385.34,False,0
546.41,POS,240,2,1002.25,False,0
1891.81,ONLINE,409,2,1943.37,False,0
4216.99,ONLINE,12,4,2930.96,False,0
686.01,ONLINE,13,1,790.22,False,0
177.41,POS,32,6,612.37,False,0
627.17,POS,64,2,851.02,False,0
1549.89,POS,42,2,2465.27,False,0
93.05,POS,30,3,431.66,False,0
535.14,ONLINE,126,3,603.42,False,0
409.75,ONLINE,110,6,1058.1,False,0
463.55,ONLINE,329,3,2970.46,False,0
4282.02,POS,243,3,1579.19,False,0
2221.86,POS,108,1,2334.85,False,0
3171.62,POS,544,3,691.38,False,0
7537.64,ONLINE,83,2,2052.67,True,0
1156.98,POS,58,4,812.39,False,0
1724.75,ONLINE,84,1,2433.65,False,0
1677.84,POS,146,2,2566.34,True,1
1324.07,POS,372,1,899.07,False,0
7146.92,ONLINE,368,2,2419.27,False,0
2708.92,POS,17,1,1561.17,False,0
986.8,ONLINE,62,3,781.11,False,0
1208.56,POS,120,5,1403.96,False,0
864.88,ONLINE,5,4,772.46,False,0
317.05,ONLINE,6,3,1743.25,False,0
1055.75,POS,107,1,864.94,False,0
1195.86,POS,85,2,2444.05,False,0
1494.12,ONLINE,266,2,863.41,False,0
11036.85,POS,3,3,2515.2,False,0
4333.32,POS,5,3,2892.18,False,0
3335.81,POS,339,4,2852.05,False,0
4443.92,ONLINE,1,3,2204.94,False,0
3023.99,ONLINE,105,4,930.94,False,0
155.31,ONLINE,475,4,373.06,False,1
2924.3,POS,195,5,2303.3,False,0
372.05,ONLINE,1,6,794.85,False,1
2901.33,POS,38,3,716.97,False,0
1605.53,POS,238,3,1688.07,False,0
393.78,ONLINE,22,7,1730.75,True,1
1915.51,ONLINE,411,2,1318.65,False,0
4416.74,POS,22,1,2945.59,True,0
2403.42,ONLINE,162,2,2268.83,False,0
869.01,ONLINE,151,6,1029.8,False,0
249.78,POS,9,2,347.74,False,0
5459.06,ONLINE,155,4,1205.78,False,0
331.83,POS,294,4,1118.9,False,0
154.13,POS,87,2,1485.55,True,0
1406.53,ONLINE,488,2,2114.83,False,0
3000.77,ONLINE,192,2,2919.22,False,0
856.71,POS,97,2,525.8,False,0
1506.8,ONLINE,143,4,1328.98,True,0
4782.75,POS,20,1,1193.71,False,0
357.24,POS,90,2,708.98,False,0
758.4,POS,97,4,670.97,False,0
6358.94,ONLINE,391,6,2816.05,False,0
1770.48,POS,100,6,2248.19,False,0
1936.47,ONLINE,334,3,1555.26,False,0
891.61,ONLINE,7,6,961.6,False,1
4158.84,POS,55,0,2972.93,False,0
1141.69,POS,166,3,2046.62,True,0
2310.12,ONLINE,66,2,1730.08,False,0
1184.54,POS,97,0,2320.39,False,0
1576.36,ONLINE,195,1,1886.86,False,0
3759.49,POS,4,2,2537.85,False,0
1357.0,ONLINE,7,1,1807.06,False,0
134.81,POS,157,0,231.65,False,0
2934.05,POS,159,4,1313.52,False,0
754.53,ONLINE,422,4,1249.22,True,0
2966.52,POS,305,1,2805.12,False,0
257.79,POS,74,3,2637.93,True,0
1819.12,POS,152,2,2455.21,False,1
4711.14,ONLINE,56,1,1211.01,False,0
1077.2,POS,89,2,2152.06,False,0
1214.6,POS,391,4,2707.93,True,0
718.41,POS,313,2,1311.58,False,0
1956.68,POS,200,4,957.8,False,0
4861.28,ONLINE,100,6,1124.8,True,1
114.53,POS,272,3,245.36,False,0
1711.49,POS,24,5,2941.62,False,0
481.23,POS,206,3,1811.01,False,0
1506.5,ONLINE,176,1,2291.82,False,0
963.37,POS,25,4,1896.79,True,0
2511.09,ONLINE,15,0,924.06,False,0
500.45,ONLINE,179,3,1393.92,False,0
2112.39,POS,397,2,1815.27,False,0
3112.21,POS,16,2,1882.55,False,0
1379.9,ONLINE,62,7,1671.32,False,0
2093.4,POS,57,1,810.1,False,0
3489.36,ONLINE,234,3,1105.89,False,1
3042.51,ONLINE,17,1,2528.25,False,0
3997.87,ONLINE,234,1,2383.5,False,0
3056.3,POS,224,3,1198.47,True,0
1407.3,ONLINE,143,3,1263.94,False,0
1463.89,ONLINE,68,5,470.61,True,1
284.67,ONLINE,92,2,2083.02,False,0
2235.78,POS,180,6,559.31,False,0
1748.96,ONLINE,4,3,996.72,False,0
2775.43,POS,24,2,2897.74,False,0
225.75,POS,10,3,495.35,False,0
1531.13,POS,308,2,316.42,False,0
2429.65,POS,410,4,2467.79,False,0
428.28,ONLINE,37,1,2164.87,False,0
686.23,POS,68,4,359.27,False,0
2533.42,POS,254,1,1471.71,False,0
2611.6,POS,158,1,2914.1,False,0
2332.33,POS,74,4,1616.61,False,0
621.77,POS,386,4,1361.51,False,0
3903.47,POS,302,2,2833.41,True,0
1470.46,ONLINE,156,1,1324.09,False,0
334.62,POS,89,1,655.45,False,0
4537.82,POS,162,4,2641.36,False,0
776.67,ONLINE,150,1,2742.45,True,0
982.71,ONLINE,102,3,1867.9,False,0
2612.65,ONLINE,317,4,424.52,False,1
2111.92,POS,374,2,2918.63,False,0
2839.86,ONLINE,93,4,1645.59,True,0
488.03,ONLINE,728,2,441.17,False,0
1289.94,POS,104,3,2003.08,False,0
298.2,POS,105,7,335.42,False,0
2848.9,ONLINE,276,3,1875.98,False,0
663.49,ONLINE,152,1,717.55,False,0
2905.08,ONLINE,259,1,1665.52,False,1
287.6,POS,32,2,716.49,False,0
243.93,POS,91,3,1632.78,False,1
1377.98,ONLINE,13,4,1806.82,False,0
372.06,POS,18,1,323.38,False,0
877.98,POS,525,1,2558.06,False,0
579.15,POS,33,5,555.44,False,0
750.5,POS,86,1,1753.25,False,0
1568.23,POS,199,1,1997.09,False,1
86.71,POS,73,3,695.83,False,0
1001.37,ONLINE,68,4,1300.81,False,0
340.29,POS,460,4,403.66,False,0
1690.64,ONLINE,373,4,2525.74,False,0
458.97,ONLINE,236,4,1376.03,False,0
1647.57,ONLINE,212,3,591.96,False,0
222.16,POS,202,1,1308.8,False,0
1671.94,ONLINE,536,3,2662.88,False,0
708.32,ONLINE,162,2,1811.66,True,1
2066.51,POS,152,4,788.3,False,0
1158.28,POS,239,2,1908.3,False,0
428.4,POS,97,0,1878.04,False,0
1100.09,ONLINE,123,1,999.75,False,0
2590.73,POS,158,2,2836.13,False,0
587.05,POS,94,2,1659.86,False,0
2172.91,ONLINE,356,5,1815.93,False,0
1558.56,ONLINE,56,2,756.2,False,0
780.55,POS,159,1,1394.2,True,0
937.87,ONLINE,131,3,799.19,False,0
1902.26,ONLINE,188,6,2072.85,False,0
751.48,POS,381,3,337.82,False,0
13429.83,ONLINE,26,3,2605.51,False,0
787.56,POS,95,8,787.13,False,0
3182.35,POS,25,2,2080.78,False,1
7348.13,POS,100,3,2006.61,False,0
1981.73,ONLINE,39,5,2393.48,False,0
